date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:28:44	0/-1	---M--	500	error ('')			https://hagiangopentour.com/cho-thue-xe-limousine-ha-noi-di-ha-giang.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/cho-thue-xe-limousine-ha-noi-di-ha-giang.html	(from https://hagiangopentour.com/)
10:28:44	0/-1	---M--	500	error ('')			https://hagiangopentour.com/cho-thue-xe-29-45-cho-tu-ha-noi-di-ha-giang.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/cho-thue-xe-29-45-cho-tu-ha-noi-di-ha-giang.html	(from https://hagiangopentour.com/)
10:28:44	0/-1	---M--	500	error ('')			https://hagiangopentour.com/xe-limousine-ha-giang-ha-noi.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/xe-limousine-ha-giang-ha-noi.html	(from https://hagiangopentour.com/)
10:28:44	0/-1	---M--	500	error ('')			https://hagiangopentour.com/xe-giuong-nam-ha-noi-ha-giang.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/xe-giuong-nam-ha-noi-ha-giang.html	(from https://hagiangopentour.com/)
10:28:44	0/-1	---M--	500	error ('')			https://hagiangopentour.com/ve-xe-limousine-ha-noi-ha-giang.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/ve-xe-limousine-ha-noi-ha-giang.html	(from https://hagiangopentour.com/)
10:28:44	0/-1	---M--	500	error ('')			https://hagiangopentour.com/xe-cung-dien-ha-giang.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/xe-cung-dien-ha-giang.html	(from https://hagiangopentour.com/)
10:28:44	1599/1599	---M-Z	500	error ('Internal%20Server%20Error')	text/html	date:Thu,%2011%20Jan%202024%2003:25:28%20GMT	https://hagiangopentour.com/cho-thue-xe-jeep-tour-ha-giang.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/cho-thue-xe-jeep-tour-ha-giang.html	(from https://hagiangopentour.com/)
10:28:44	54885/54885	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:25:28%20GMT	https://hagiangopentour.com/introduce.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/introduce.html	(from https://hagiangopentour.com/introduction-to-ha-giang-open-tour.html)
10:28:45	67812/67812	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:25:29%20GMT	https://hagiangopentour.com/ha-giang-destination-to-the-idea.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/ha-giang-destination-to-the-idea.html	(from https://hagiangopentour.com/introduction-to-ha-giang-open-tour.html)
10:28:46	54684/54684	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:25:30%20GMT	https://hagiangopentour.com/free-contact.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/free-contact.html	(from https://hagiangopentour.com/introduction-to-ha-giang-open-tour.html)
10:28:47	51658/51658	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:25:31%20GMT	https://hagiangopentour.com/ba-be-lake-ban-gioc-waterfalls.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/ba-be-lake-ban-gioc-waterfalls.html	(from https://hagiangopentour.com/ha-giang-tour.html)
10:28:48	138282/138282	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:25:32%20GMT	https://hagiangopentour.com/ha-giang-tour.html?sort=price|asc	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/ha-giang-tourb6f4.html	(from https://hagiangopentour.com/ha-giang-tour.html)
10:28:49	138282/138282	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:25:33%20GMT	https://hagiangopentour.com/ha-giang-tour.html?sort=price|desc	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/ha-giang-tourd055.html	(from https://hagiangopentour.com/ha-giang-tour.html)
10:28:50	122388/122388	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:25:34%20GMT	https://hagiangopentour.com/ha-giang-tour-4-days-3-nights-easy-rider-motorbike.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/ha-giang-tour-4-days-3-nights-easy-rider-motorbike.html	(from https://hagiangopentour.com/ha-giang-tour.html)
10:28:51	148739/148739	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:25:35%20GMT	https://hagiangopentour.com/tour-ha-noi-ha-giang-cao-bang-ban-gioc-waterfall-4-days-3-nights.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-ha-noi-ha-giang-cao-bang-ban-gioc-waterfall-4-days-3-nights.html	(from https://hagiangopentour.com/ha-giang-tour.html)
10:28:52	150512/150512	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:25:36%20GMT	https://hagiangopentour.com/tour-ha-noi-ha-giang-cao-bang-ban-gioc-waterfall-5-days-4-nights.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-ha-noi-ha-giang-cao-bang-ban-gioc-waterfall-5-days-4-nights.html	(from https://hagiangopentour.com/ha-giang-tour.html)
10:28:53	149517/149517	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:25:37%20GMT	https://hagiangopentour.com/tour-ha-noi-ha-giang-ban-gioc-waterfall-ba-be-lake-5-days-4-nights.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-ha-noi-ha-giang-ban-gioc-waterfall-ba-be-lake-5-days-4-nights.html	(from https://hagiangopentour.com/ha-giang-tour.html)
10:28:54	130099/130099	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:25:38%20GMT	https://hagiangopentour.com/ha-giang-tour-3-days-2-nights-ha-giang-loop-car.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/ha-giang-tour-3-days-2-nights-ha-giang-loop-car.html	(from https://hagiangopentour.com/ha-giang-tour.html)
10:28:55	141319/141319	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:25:39%20GMT	https://hagiangopentour.com/ha-giang-tour-4-days-3-nights-ha-giang-loop-car.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/ha-giang-tour-4-days-3-nights-ha-giang-loop-car.html	(from https://hagiangopentour.com/ha-giang-tour.html)
10:28:56	145963/145963	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:25:40%20GMT	https://hagiangopentour.com/tour-ha-giang-5-days-4-nights-ha-giang-loop-car.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-ha-giang-5-days-4-nights-ha-giang-loop-car.html	(from https://hagiangopentour.com/ha-giang-tour.html)
10:28:57	136864/136864	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:25:41%20GMT	https://hagiangopentour.com/ha-giang-tour-3-nights-2-days-ha-giang-loop-car.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/ha-giang-tour-3-nights-2-days-ha-giang-loop-car.html	(from https://hagiangopentour.com/ha-giang-tour.html)
10:28:58	138063/138063	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:25:41%20GMT	https://hagiangopentour.com/ha-giang-tour-4-nights-3-days-ha-giang-loop-car.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/ha-giang-tour-4-nights-3-days-ha-giang-loop-car.html	(from https://hagiangopentour.com/ha-giang-tour.html)
10:28:59	140294/140294	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:25:43%20GMT	https://hagiangopentour.com/ha-giang-tour-3-nights-2-days-easy-rider-motorbike-tour.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/ha-giang-tour-3-nights-2-days-easy-rider-motorbike-tour.html	(from https://hagiangopentour.com/ha-giang-tour.html)
10:29:00	141024/141024	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:25:44%20GMT	https://hagiangopentour.com/ha-giang-tour-4-nights-3-days-easy-rider-motorbike-tour.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/ha-giang-tour-4-nights-3-days-easy-rider-motorbike-tour.html	(from https://hagiangopentour.com/ha-giang-tour.html)
10:29:01	133417/133417	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:25:45%20GMT	https://hagiangopentour.com/ha-giang-tour-3-days-2-nights-private-group.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/ha-giang-tour-3-days-2-nights-private-group.html	(from https://hagiangopentour.com/ha-giang-tour.html)
10:29:02	134933/134933	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:25:46%20GMT	https://hagiangopentour.com/ha-giang-tour-4-nights-3-days-du-gia-village-ha-giang-loop-car.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/ha-giang-tour-4-nights-3-days-du-gia-village-ha-giang-loop-car.html	(from https://hagiangopentour.com/ha-giang-tour.html)
10:29:03	137396/137396	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:25:47%20GMT	https://hagiangopentour.com/ha-giang-tour-4-nights-3-days-du-gia-village-motorbike-tour.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/ha-giang-tour-4-nights-3-days-du-gia-village-motorbike-tour.html	(from https://hagiangopentour.com/ha-giang-tour.html)
10:29:04	145798/145798	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:25:47%20GMT	https://hagiangopentour.com/ha-noi-ha-giang-hoang-su-phi-5-days-4-nights.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/ha-noi-ha-giang-hoang-su-phi-5-days-4-nights.html	(from https://hagiangopentour.com/ha-giang-tour.html)
10:29:05	155153/155153	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:25:49%20GMT	https://hagiangopentour.com/ha-giang-cao-bang-ban-gioc-waterfall-ba-be-lake-tour-6-days-5-nights.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/ha-giang-cao-bang-ban-gioc-waterfall-ba-be-lake-tour-6-days-5-nights.html	(from https://hagiangopentour.com/ha-giang-tour.html)
10:29:06	157592/157592	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:25:50%20GMT	https://hagiangopentour.com/packages-tour-ha-giang-sapa-5-days-4-nights.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/packages-tour-ha-giang-sapa-5-days-4-nights.html	(from https://hagiangopentour.com/ha-giang-tour.html)
10:29:07	151773/151773	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:25:51%20GMT	https://hagiangopentour.com/packages-tour-ha-giang-sapa-4-days-4-nights.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/packages-tour-ha-giang-sapa-4-days-4-nights.html	(from https://hagiangopentour.com/ha-giang-tour.html)
10:29:08	166416/166416	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:25:52%20GMT	https://hagiangopentour.com/packages-tour-ha-giang-sapa-6-days-5-nights.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/packages-tour-ha-giang-sapa-6-days-5-nights.html	(from https://hagiangopentour.com/ha-giang-tour.html)
10:29:09	129068/129068	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:25:53%20GMT	https://hagiangopentour.com/ha-giang-tour-3-days-2-nights-loop-jeep-car.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/ha-giang-tour-3-days-2-nights-loop-jeep-car.html	(from https://hagiangopentour.com/ha-giang-tour.html)
10:29:10	141391/141391	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:25:54%20GMT	https://hagiangopentour.com/ha-giang-tour-4-days-3-nights-loop-jeep-car.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/ha-giang-tour-4-days-3-nights-loop-jeep-car.html	(from https://hagiangopentour.com/ha-giang-tour.html)
10:29:11	145773/145773	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:25:55%20GMT	https://hagiangopentour.com/tour-ha-giang-5-days-4-nights-loop-jeep-car.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-ha-giang-5-days-4-nights-loop-jeep-car.html	(from https://hagiangopentour.com/ha-giang-tour.html)
10:29:12	136275/136275	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:25:56%20GMT	https://hagiangopentour.com/ha-giang-tour-3-nights-2-days-loop-jeep-car.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/ha-giang-tour-3-nights-2-days-loop-jeep-car.html	(from https://hagiangopentour.com/ha-giang-tour.html)
10:29:13	139547/139547	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:25:57%20GMT	https://hagiangopentour.com/ha-giang-tour-4-nights-3-days-loop-jeep-car.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/ha-giang-tour-4-nights-3-days-loop-jeep-car.html	(from https://hagiangopentour.com/ha-giang-tour.html)
10:29:14	136544/136544	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:25:58%20GMT	https://hagiangopentour.com/ha-giang-tour-4-nights-3-days-du-gia-village-loop-jeep-car.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/ha-giang-tour-4-nights-3-days-du-gia-village-loop-jeep-car.html	(from https://hagiangopentour.com/ha-giang-tour.html)
10:29:15	115382/115382	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:25:59%20GMT	https://hagiangopentour.com/tour-ha-giang-hoang-su-phi-2-days-1-night.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-ha-giang-hoang-su-phi-2-days-1-night.html	(from https://hagiangopentour.com/ha-giang-tour.html)
10:29:16	77964/77964	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:26:00%20GMT	https://hagiangopentour.com/ha-giang-loop-car.html?sort=price|asc	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/ha-giang-loop-carb6f4.html	(from https://hagiangopentour.com/ha-giang-loop-car.html)
10:29:17	77964/77964	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:26:01%20GMT	https://hagiangopentour.com/ha-giang-loop-car.html?sort=price|desc	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/ha-giang-loop-card055.html	(from https://hagiangopentour.com/ha-giang-loop-car.html)
10:29:18	65210/65210	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:26:02%20GMT	https://hagiangopentour.com/ha-giang-loop-motorbike.html?sort=price|asc	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/ha-giang-loop-motorbikeb6f4.html	(from https://hagiangopentour.com/ha-giang-loop-motorbike.html)
10:29:19	65210/65210	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:26:03%20GMT	https://hagiangopentour.com/ha-giang-loop-motorbike.html?sort=price|desc	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/ha-giang-loop-motorbiked055.html	(from https://hagiangopentour.com/ha-giang-loop-motorbike.html)
10:29:20	73198/73198	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:26:04%20GMT	https://hagiangopentour.com/ha-giang-loop-jeep-tour.html?sort=price|asc	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/ha-giang-loop-jeep-tourb6f4.html	(from https://hagiangopentour.com/ha-giang-loop-jeep-tour.html)
10:29:21	73198/73198	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:26:05%20GMT	https://hagiangopentour.com/ha-giang-loop-jeep-tour.html?sort=price|desc	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/ha-giang-loop-jeep-tourd055.html	(from https://hagiangopentour.com/ha-giang-loop-jeep-tour.html)
10:29:22	58365/58365	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:26:06%20GMT	https://hagiangopentour.com/ha-giang-hoang-su-phi.html?sort=price|asc	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/ha-giang-hoang-su-phib6f4.html	(from https://hagiangopentour.com/ha-giang-hoang-su-phi.html)
10:29:23	58365/58365	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:26:07%20GMT	https://hagiangopentour.com/ha-giang-hoang-su-phi.html?sort=price|desc	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/ha-giang-hoang-su-phid055.html	(from https://hagiangopentour.com/ha-giang-hoang-su-phi.html)
10:29:24	61557/61557	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:26:08%20GMT	https://hagiangopentour.com/ha-giang-sapa.html?sort=price|asc	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/ha-giang-sapab6f4.html	(from https://hagiangopentour.com/ha-giang-sapa.html)
10:29:25	61557/61557	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:26:09%20GMT	https://hagiangopentour.com/ha-giang-sapa.html?sort=price|desc	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/ha-giang-sapad055.html	(from https://hagiangopentour.com/ha-giang-sapa.html)
10:29:26	65306/65306	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:26:10%20GMT	https://hagiangopentour.com/ha-giang-ban-gioc-waterfall-ba-be-lake.html?sort=price|asc	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/ha-giang-ban-gioc-waterfall-ba-be-lakeb6f4.html	(from https://hagiangopentour.com/ha-giang-ban-gioc-waterfall-ba-be-lake.html)
10:29:27	65306/65306	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:26:11%20GMT	https://hagiangopentour.com/ha-giang-ban-gioc-waterfall-ba-be-lake.html?sort=price|desc	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/ha-giang-ban-gioc-waterfall-ba-be-laked055.html	(from https://hagiangopentour.com/ha-giang-ban-gioc-waterfall-ba-be-lake.html)
10:29:28	148780/148780	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:26:12%20GMT	https://hagiangopentour.com/north-vietnam-packages-tour.html?sort=price|asc	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/north-vietnam-packages-tourb6f4.html	(from https://hagiangopentour.com/north-vietnam-packages-tour.html)
10:29:29	147790/147790	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:26:13%20GMT	https://hagiangopentour.com/north-vietnam-packages-tour.html?sort=price|desc	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/north-vietnam-packages-tourd055.html	(from https://hagiangopentour.com/north-vietnam-packages-tour.html)
10:29:30	124061/124061	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:26:14%20GMT	https://hagiangopentour.com/north-vietnam-packages-tour/trang-2.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/north-vietnam-packages-tour/trang-2.html	(from https://hagiangopentour.com/north-vietnam-packages-tour.html)
10:29:31	101107/101107	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:26:15%20GMT	https://hagiangopentour.com/hanoi-city-tour-full-day-water-puppet.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/hanoi-city-tour-full-day-water-puppet.html	(from https://hagiangopentour.com/north-vietnam-packages-tour.html)
10:29:32	104102/104102	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:26:16%20GMT	https://hagiangopentour.com/cooking-class-with-market-tour-5-dishes-traditional-cuisine.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/cooking-class-with-market-tour-5-dishes-traditional-cuisine.html	(from https://hagiangopentour.com/north-vietnam-packages-tour.html)
10:29:33	95270/95270	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:26:17%20GMT	https://hagiangopentour.com/phong-nha-ke-bang-national-park-full-day.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/phong-nha-ke-bang-national-park-full-day.html	(from https://hagiangopentour.com/north-vietnam-packages-tour.html)
10:29:34	92361/92361	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:26:17%20GMT	https://hagiangopentour.com/cuc-phuong-national-park-full-day.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/cuc-phuong-national-park-full-day.html	(from https://hagiangopentour.com/north-vietnam-packages-tour.html)
10:29:35	74359/74359	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:26:19%20GMT	https://hagiangopentour.com/ba-na-hill-1-day.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/ba-na-hill-1-day.html	(from https://hagiangopentour.com/north-vietnam-packages-tour.html)
10:29:36	89241/89241	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:26:20%20GMT	https://hagiangopentour.com/mai-chau-1-day-tour-with-biking.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/mai-chau-1-day-tour-with-biking.html	(from https://hagiangopentour.com/north-vietnam-packages-tour.html)
10:29:37	90465/90465	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:26:21%20GMT	https://hagiangopentour.com/duong-lam-ancient-village-1-day-tour.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/duong-lam-ancient-village-1-day-tour.html	(from https://hagiangopentour.com/north-vietnam-packages-tour.html)
10:29:38	89384/89384	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:26:22%20GMT	https://hagiangopentour.com/perfume-pagoda-01-day.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/perfume-pagoda-01-day.html	(from https://hagiangopentour.com/north-vietnam-packages-tour.html)
10:29:39	97684/97684	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:26:23%20GMT	https://hagiangopentour.com/tour-hanoi-ninh-binh-full-day-hoa-lu-trang-an-mua-cave-cycling.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-hanoi-ninh-binh-full-day-hoa-lu-trang-an-mua-cave-cycling.html	(from https://hagiangopentour.com/north-vietnam-packages-tour.html)
10:29:40	127356/127356	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:26:24%20GMT	https://hagiangopentour.com/tour-ninh-binh-2-days-1-night.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-ninh-binh-2-days-1-night.html	(from https://hagiangopentour.com/north-vietnam-packages-tour.html)
10:29:41	93962/93962	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:26:25%20GMT	https://hagiangopentour.com/tour-hanoi-perfume-pagoda-01-day.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-hanoi-perfume-pagoda-01-day.html	(from https://hagiangopentour.com/north-vietnam-packages-tour.html)
10:29:42	92366/92366	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:26:26%20GMT	https://hagiangopentour.com/tour-hanoi-bai-dinh-trang-an-01-day.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-hanoi-bai-dinh-trang-an-01-day.html	(from https://hagiangopentour.com/north-vietnam-packages-tour.html)
10:29:43	92194/92194	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:26:27%20GMT	https://hagiangopentour.com/tour-hanoi-hoa-lu-tam-coc-01-day.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/tour-hanoi-hoa-lu-tam-coc-01-day.html	(from https://hagiangopentour.com/north-vietnam-packages-tour.html)
10:29:44	98661/98661	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:26:28%20GMT	https://hagiangopentour.com/incense-village-lang-huong-01-day.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/incense-village-lang-huong-01-day.html	(from https://hagiangopentour.com/north-vietnam-packages-tour.html)
10:29:45	113011/113011	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:26:29%20GMT	https://hagiangopentour.com/ha-noi-cao-bang-ban-gioc-waterfall-ba-be-lake-tour-03-days-02-night.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/ha-noi-cao-bang-ban-gioc-waterfall-ba-be-lake-tour-03-days-02-night.html	(from https://hagiangopentour.com/north-vietnam-packages-tour.html)
10:29:46	114893/114893	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:26:30%20GMT	https://hagiangopentour.com/packages-tour-ha-noi-moc-chau-3-days-2-nights.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/packages-tour-ha-noi-moc-chau-3-days-2-nights.html	(from https://hagiangopentour.com/north-vietnam-packages-tour.html)
10:29:47	112058/112058	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:26:31%20GMT	https://hagiangopentour.com/packages-tour-ha-noi-sapa-3-days-2-nights-in-hotel.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/packages-tour-ha-noi-sapa-3-days-2-nights-in-hotel.html	(from https://hagiangopentour.com/north-vietnam-packages-tour.html)
10:29:48	109400/109400	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:26:32%20GMT	https://hagiangopentour.com/packages-tour-ha-noi-sapa-trekking-2-days-3-nights.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/packages-tour-ha-noi-sapa-trekking-2-days-3-nights.html	(from https://hagiangopentour.com/north-vietnam-packages-tour.html)
10:29:49	110930/110930	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:26:33%20GMT	https://hagiangopentour.com/packages-tour-ha-noi-sapa-3-days-2-nights-01-night-hotel-01-night-homestay.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/packages-tour-ha-noi-sapa-3-days-2-nights-01-night-hotel-01-night-homestay.html	(from https://hagiangopentour.com/north-vietnam-packages-tour.html)
10:29:50	104838/104838	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:26:33%20GMT	https://hagiangopentour.com/packages-tour-ha-noi-sapa-2-days-1-night.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/packages-tour-ha-noi-sapa-2-days-1-night.html	(from https://hagiangopentour.com/north-vietnam-packages-tour.html)
10:29:51	110969/110969	---M-Z	200	added ('OK')	text/html	date:Thu,%2011%20Jan%202024%2003:26:35%20GMT	https://hagiangopentour.com/hanoi-countryside-jeep-motorbike-vintage-viespa-bicycle-scooter-tours.html	/Users/duykhanhnguyen/websites/web-clone/hagiangopentour.com/hanoi-countryside-jeep-motorbike-vintage-viespa-bicycle-scooter-tours.html	(from https://hagiangopentour.com/north-vietnam-packages-tour.html)
